vict_descent,area,crm_cd,premis_cd,weapon_used_cd,age_group,time_group
1,15,625,210.0,400.0,1.0,3.0
1,12,930,501.0,511.0,4.0,4.0
2,18,236,101.0,500.0,3.0,3.0
1,6,860,502.0,400.0,2.0,4.0
1,20,210,108.0,400.0,5.0,3.0
2,18,624,102.0,400.0,3.0,4.0
1,13,210,0.0,400.0,1.0,3.0
2,12,230,101.0,106.0,3.0,4.0
1,15,230,203.0,512.0,5.0,3.0
2,15,626,502.0,400.0,4.0,4.0
1,12,624,102.0,400.0,3.0,3.0
2,13,210,210.0,0.0,2.0,3.0
1,18,0,101.0,102.0,5.0,3.0
1,19,626,101.0,400.0,2.0,1.0
1,17,761,102.0,106.0,2.0,3.0
2,18,624,502.0,400.0,3.0,3.0
1,15,236,301.0,0.0,2.0,3.0
1,18,0,109.0,500.0,1.0,3.0
2,12,624,0.0,400.0,3.0,2.0
2,12,761,104.0,200.0,4.0,3.0
1,14,230,0.0,0.0,4.0,4.0
1,20,624,0.0,400.0,2.0,2.0
1,18,230,502.0,512.0,5.0,4.0
1,14,624,102.0,400.0,5.0,4.0
1,12,626,501.0,400.0,5.0,2.0
1,18,624,501.0,400.0,5.0,2.0
1,19,860,108.0,400.0,4.0,3.0
2,12,230,101.0,102.0,2.0,4.0
1,12,210,102.0,102.0,4.0,4.0
1,18,236,501.0,400.0,1.0,3.0
1,19,930,502.0,400.0,2.0,4.0
2,12,624,0.0,400.0,5.0,2.0
1,17,930,0.0,511.0,4.0,1.0
1,12,0,501.0,106.0,3.0,4.0
1,20,230,101.0,102.0,4.0,4.0
2,18,236,101.0,102.0,4.0,2.0
1,16,860,501.0,400.0,2.0,4.0
1,17,0,501.0,400.0,1.0,2.0
1,20,624,502.0,400.0,4.0,4.0
1,14,930,502.0,511.0,4.0,3.0
2,20,930,501.0,511.0,3.0,2.0
1,18,230,501.0,0.0,4.0,4.0
2,12,626,101.0,400.0,2.0,2.0
1,17,624,502.0,400.0,4.0,4.0
2,12,860,502.0,400.0,2.0,3.0
1,15,624,108.0,400.0,5.0,3.0
2,12,230,101.0,308.0,1.0,4.0
2,19,626,502.0,400.0,3.0,4.0
1,4,0,501.0,400.0,1.0,3.0
1,19,0,104.0,102.0,1.0,4.0
1,20,0,501.0,106.0,5.0,2.0
1,19,624,501.0,400.0,5.0,2.0
1,11,0,101.0,212.0,1.0,4.0
1,18,210,0.0,400.0,1.0,3.0
2,18,230,501.0,0.0,5.0,3.0
2,12,210,102.0,512.0,2.0,3.0
1,16,0,101.0,306.0,1.0,4.0
1,21,230,101.0,306.0,5.0,2.0
2,13,230,501.0,0.0,3.0,3.0
1,19,230,101.0,0.0,2.0,3.0
1,21,0,0.0,0.0,5.0,4.0
1,13,626,501.0,400.0,3.0,4.0
2,12,236,501.0,308.0,3.0,3.0
1,13,0,101.0,109.0,2.0,4.0
1,18,210,101.0,400.0,3.0,3.0
1,20,230,101.0,0.0,3.0,4.0
2,18,0,0.0,109.0,4.0,4.0
1,21,624,501.0,400.0,3.0,4.0
1,18,210,501.0,400.0,5.0,2.0
1,14,624,108.0,400.0,5.0,2.0
1,12,624,203.0,400.0,3.0,3.0
1,20,210,102.0,102.0,2.0,4.0
1,19,930,502.0,511.0,3.0,3.0
1,19,761,0.0,102.0,1.0,3.0
2,13,210,102.0,400.0,5.0,4.0
1,14,930,203.0,511.0,2.0,2.0
2,18,230,101.0,106.0,1.0,4.0
1,15,930,501.0,511.0,5.0,2.0
1,20,220,301.0,500.0,5.0,4.0
1,20,626,502.0,400.0,2.0,3.0
1,19,626,104.0,400.0,3.0,4.0
1,21,230,109.0,400.0,5.0,1.0
1,16,624,501.0,400.0,1.0,4.0
1,19,626,502.0,400.0,2.0,4.0
1,16,761,101.0,109.0,1.0,4.0
2,18,624,501.0,400.0,5.0,3.0
2,14,230,0.0,0.0,2.0,3.0
1,14,625,203.0,400.0,5.0,3.0
1,18,230,101.0,0.0,1.0,3.0
1,18,624,101.0,400.0,2.0,4.0
2,18,626,501.0,400.0,5.0,3.0
1,18,626,501.0,400.0,3.0,3.0
1,21,626,502.0,400.0,5.0,4.0
1,16,627,501.0,400.0,1.0,3.0
1,19,0,0.0,400.0,4.0,4.0
2,14,0,108.0,500.0,5.0,2.0
1,12,0,502.0,400.0,1.0,1.0
1,15,624,0.0,400.0,5.0,4.0
1,14,624,503.0,400.0,5.0,2.0
1,17,0,0.0,500.0,1.0,3.0
1,12,210,102.0,400.0,3.0,4.0
1,13,624,0.0,400.0,5.0,3.0
1,21,210,402.0,0.0,5.0,3.0
1,12,930,502.0,511.0,4.0,3.0
1,16,627,0.0,400.0,1.0,4.0
1,13,230,101.0,0.0,5.0,3.0
1,12,210,108.0,400.0,5.0,4.0
1,20,761,502.0,102.0,2.0,4.0
1,21,624,501.0,400.0,5.0,3.0
1,17,230,501.0,400.0,2.0,3.0
1,15,624,501.0,500.0,5.0,2.0
1,14,624,502.0,400.0,5.0,1.0
1,20,624,0.0,400.0,2.0,3.0
1,16,626,502.0,400.0,3.0,4.0
1,15,626,101.0,400.0,1.0,4.0
1,15,624,502.0,400.0,3.0,3.0
2,18,740,501.0,400.0,4.0,3.0
1,20,624,502.0,400.0,5.0,4.0
2,18,626,502.0,400.0,4.0,2.0
1,19,930,102.0,511.0,4.0,4.0
1,12,626,502.0,400.0,4.0,4.0
1,12,230,101.0,512.0,2.0,4.0
1,13,236,501.0,400.0,3.0,4.0
1,19,930,101.0,511.0,5.0,3.0
1,16,930,502.0,511.0,5.0,4.0
2,21,624,502.0,400.0,4.0,1.0
1,20,0,501.0,511.0,1.0,4.0
1,19,0,502.0,400.0,4.0,2.0
1,21,626,501.0,400.0,2.0,4.0
1,13,624,101.0,400.0,5.0,4.0
1,14,626,101.0,400.0,3.0,4.0
1,12,626,101.0,400.0,2.0,4.0
1,19,860,501.0,400.0,4.0,2.0
2,12,624,502.0,400.0,4.0,2.0
1,16,624,102.0,400.0,3.0,3.0
1,16,0,501.0,306.0,4.0,2.0
1,13,624,0.0,400.0,2.0,3.0
2,18,230,101.0,307.0,2.0,4.0
1,14,0,0.0,500.0,1.0,3.0
2,18,626,501.0,400.0,2.0,2.0
1,13,230,502.0,200.0,2.0,2.0
1,20,230,101.0,200.0,4.0,4.0
1,19,625,501.0,400.0,5.0,3.0
1,20,626,0.0,400.0,4.0,3.0
2,12,740,101.0,500.0,3.0,3.0
2,12,230,101.0,102.0,2.0,3.0
1,12,626,501.0,400.0,5.0,4.0
1,20,230,101.0,200.0,2.0,3.0
1,21,626,122.0,400.0,3.0,4.0
1,12,210,101.0,511.0,4.0,2.0
2,18,236,501.0,400.0,5.0,2.0
1,13,626,501.0,400.0,1.0,4.0
1,19,626,501.0,400.0,5.0,3.0
1,17,624,502.0,400.0,4.0,3.0
2,12,626,501.0,400.0,3.0,3.0
2,18,230,104.0,109.0,2.0,4.0
2,12,230,101.0,200.0,1.0,3.0
1,21,230,109.0,0.0,2.0,2.0
2,12,236,502.0,400.0,3.0,2.0
2,12,624,501.0,400.0,5.0,3.0
1,20,230,102.0,200.0,2.0,4.0
1,12,624,501.0,400.0,2.0,4.0
2,18,310,501.0,500.0,4.0,2.0
2,12,626,0.0,400.0,3.0,2.0
1,15,0,0.0,511.0,3.0,3.0
2,13,230,502.0,109.0,2.0,2.0
1,20,624,0.0,400.0,5.0,4.0
2,15,626,502.0,400.0,2.0,3.0
1,14,624,0.0,400.0,1.0,3.0
1,18,626,102.0,400.0,3.0,3.0
1,17,624,122.0,400.0,1.0,3.0
1,16,230,101.0,307.0,4.0,4.0
1,9,0,501.0,400.0,1.0,3.0
1,18,210,102.0,207.0,4.0,3.0
1,18,930,101.0,511.0,1.0,4.0
2,12,624,501.0,400.0,2.0,4.0
1,18,121,122.0,102.0,2.0,2.0
1,20,230,108.0,0.0,5.0,3.0
1,13,624,102.0,400.0,3.0,4.0
1,14,626,501.0,400.0,3.0,2.0
1,12,230,0.0,400.0,2.0,3.0
1,12,0,501.0,0.0,3.0,4.0
1,14,210,101.0,400.0,4.0,4.0
1,21,236,502.0,400.0,2.0,3.0
1,21,624,0.0,400.0,5.0,3.0
1,12,624,0.0,400.0,3.0,3.0
1,15,236,501.0,400.0,1.0,4.0
2,13,624,0.0,400.0,3.0,4.0
1,15,930,501.0,511.0,4.0,3.0
1,20,0,101.0,500.0,2.0,4.0
1,11,210,102.0,400.0,2.0,2.0
1,15,230,301.0,500.0,5.0,3.0
1,16,0,122.0,500.0,2.0,4.0
1,21,624,0.0,400.0,3.0,3.0
1,16,625,501.0,400.0,5.0,3.0
1,18,0,101.0,109.0,1.0,4.0
1,19,626,502.0,400.0,2.0,3.0
1,20,0,101.0,500.0,4.0,1.0
1,16,626,501.0,400.0,2.0,3.0
1,11,624,203.0,400.0,2.0,4.0
1,19,624,501.0,400.0,4.0,3.0
2,18,624,102.0,400.0,5.0,2.0
1,13,930,102.0,511.0,5.0,4.0
1,16,230,101.0,0.0,2.0,4.0
1,14,740,102.0,0.0,5.0,3.0
1,12,626,501.0,400.0,2.0,4.0
2,12,210,101.0,106.0,5.0,4.0
1,18,210,108.0,109.0,3.0,1.0
1,21,626,502.0,400.0,3.0,4.0
1,16,121,501.0,400.0,1.0,1.0
1,17,626,501.0,400.0,5.0,4.0
1,20,210,101.0,109.0,3.0,2.0
1,19,236,503.0,0.0,5.0,3.0
2,15,236,502.0,400.0,2.0,3.0
1,14,624,203.0,400.0,2.0,3.0
1,12,625,210.0,400.0,3.0,4.0
1,7,121,501.0,400.0,5.0,1.0
1,15,624,0.0,400.0,5.0,1.0
1,12,626,501.0,400.0,2.0,3.0
1,12,230,101.0,106.0,3.0,4.0
1,21,210,0.0,511.0,1.0,4.0
1,16,740,122.0,200.0,3.0,3.0
1,17,210,203.0,102.0,1.0,4.0
1,17,624,108.0,400.0,4.0,3.0
2,12,626,501.0,400.0,5.0,4.0
2,12,626,101.0,400.0,1.0,4.0
1,17,230,102.0,512.0,3.0,1.0
1,18,220,101.0,400.0,4.0,3.0
1,15,626,101.0,400.0,3.0,4.0
2,14,624,0.0,500.0,5.0,3.0
1,11,220,101.0,207.0,4.0,4.0
2,14,626,0.0,400.0,2.0,3.0
1,18,0,101.0,102.0,1.0,3.0
1,16,627,501.0,400.0,1.0,2.0
1,13,230,102.0,102.0,5.0,4.0
1,12,210,0.0,212.0,1.0,3.0
2,14,740,502.0,500.0,3.0,2.0
2,21,626,501.0,400.0,4.0,4.0
1,20,761,101.0,511.0,5.0,3.0
1,14,0,102.0,400.0,2.0,4.0
1,21,761,501.0,0.0,5.0,3.0
1,14,626,503.0,400.0,2.0,4.0
2,13,626,502.0,400.0,5.0,4.0
1,21,761,203.0,0.0,2.0,3.0
2,12,230,102.0,312.0,5.0,3.0
2,18,761,501.0,511.0,3.0,4.0
2,18,626,108.0,400.0,4.0,2.0
1,17,210,0.0,0.0,1.0,4.0
1,8,310,0.0,500.0,5.0,3.0
1,15,624,501.0,400.0,5.0,4.0
1,19,0,502.0,400.0,1.0,4.0
1,17,930,501.0,511.0,5.0,4.0
1,18,624,0.0,400.0,5.0,2.0
2,12,230,0.0,102.0,1.0,3.0
1,18,210,104.0,109.0,3.0,3.0
1,15,230,502.0,102.0,2.0,4.0
1,18,230,101.0,0.0,2.0,2.0
1,15,121,502.0,400.0,2.0,2.0
1,14,626,502.0,400.0,5.0,4.0
1,17,624,501.0,400.0,4.0,3.0
1,20,626,101.0,400.0,2.0,4.0
1,16,0,109.0,102.0,1.0,4.0
1,18,236,501.0,400.0,2.0,3.0
1,13,626,502.0,400.0,5.0,2.0
1,15,761,102.0,200.0,5.0,4.0
1,16,121,501.0,400.0,2.0,4.0
1,13,624,501.0,400.0,5.0,3.0
1,15,236,102.0,400.0,1.0,3.0
2,12,624,104.0,400.0,5.0,3.0
1,21,230,101.0,0.0,2.0,4.0
2,12,930,501.0,511.0,5.0,3.0
1,19,624,501.0,400.0,3.0,2.0
1,17,624,0.0,400.0,2.0,4.0
1,17,210,402.0,102.0,1.0,4.0
1,21,624,101.0,400.0,4.0,3.0
1,18,624,101.0,400.0,1.0,3.0
1,18,310,501.0,500.0,3.0,3.0
1,16,740,122.0,500.0,4.0,4.0
1,18,626,501.0,400.0,5.0,3.0
1,20,624,0.0,400.0,5.0,4.0
1,19,626,501.0,400.0,2.0,4.0
1,12,0,0.0,400.0,3.0,2.0
1,21,624,0.0,400.0,3.0,3.0
1,13,121,501.0,400.0,2.0,3.0
1,17,0,203.0,500.0,1.0,3.0
1,11,626,503.0,400.0,3.0,4.0
2,15,230,502.0,212.0,3.0,1.0
2,18,761,102.0,511.0,5.0,4.0
1,18,624,203.0,400.0,3.0,3.0
2,12,626,0.0,400.0,4.0,4.0
1,13,0,101.0,500.0,5.0,1.0
1,18,624,101.0,400.0,2.0,4.0
1,19,230,108.0,109.0,2.0,2.0
1,13,626,501.0,400.0,3.0,3.0
1,17,860,0.0,400.0,1.0,3.0
1,18,210,203.0,400.0,1.0,4.0
1,12,930,101.0,400.0,2.0,3.0
1,15,0,102.0,400.0,1.0,3.0
1,21,624,108.0,400.0,4.0,4.0
1,12,210,210.0,511.0,1.0,3.0
1,16,626,501.0,400.0,2.0,3.0
1,18,624,502.0,400.0,2.0,4.0
2,20,230,502.0,106.0,2.0,2.0
1,11,930,501.0,511.0,2.0,4.0
1,13,626,501.0,400.0,2.0,4.0
1,14,761,0.0,200.0,5.0,4.0
1,20,230,108.0,0.0,3.0,4.0
1,11,310,203.0,500.0,1.0,4.0
1,15,624,203.0,400.0,5.0,3.0
2,12,624,501.0,400.0,5.0,4.0
1,14,0,502.0,500.0,2.0,3.0
1,13,624,101.0,400.0,2.0,3.0
1,16,624,101.0,400.0,4.0,2.0
1,16,0,101.0,306.0,1.0,3.0
1,15,626,501.0,400.0,3.0,2.0
1,11,761,502.0,0.0,5.0,4.0
1,12,626,101.0,400.0,2.0,4.0
1,13,230,0.0,400.0,5.0,3.0
1,20,626,502.0,400.0,2.0,1.0
1,19,624,501.0,400.0,3.0,4.0
1,16,626,501.0,400.0,4.0,3.0
1,16,740,0.0,500.0,5.0,4.0
1,20,230,108.0,0.0,3.0,3.0
2,18,230,101.0,102.0,5.0,4.0
1,14,860,0.0,400.0,4.0,3.0
1,16,624,0.0,400.0,1.0,4.0
1,16,236,502.0,400.0,3.0,3.0
2,12,230,101.0,102.0,3.0,3.0
2,18,210,101.0,400.0,2.0,1.0
1,20,230,0.0,106.0,3.0,4.0
1,18,930,203.0,511.0,3.0,3.0
1,12,0,501.0,400.0,1.0,3.0
1,12,626,501.0,400.0,3.0,4.0
2,13,236,502.0,400.0,2.0,3.0
1,13,626,502.0,400.0,2.0,4.0
1,21,626,501.0,400.0,3.0,4.0
1,12,624,108.0,400.0,3.0,2.0
1,12,0,502.0,200.0,1.0,3.0
1,18,626,502.0,0.0,1.0,3.0
1,18,0,122.0,500.0,4.0,4.0
1,15,236,501.0,400.0,2.0,4.0
1,15,210,108.0,400.0,3.0,3.0
1,8,860,501.0,400.0,1.0,3.0
2,18,236,501.0,400.0,5.0,2.0
1,15,626,501.0,400.0,3.0,3.0
1,18,624,101.0,400.0,3.0,4.0
1,13,236,122.0,0.0,4.0,3.0
1,13,0,501.0,106.0,5.0,4.0
1,14,210,102.0,400.0,5.0,3.0
1,19,236,502.0,400.0,2.0,2.0
2,17,626,502.0,400.0,3.0,4.0
1,20,310,203.0,500.0,1.0,3.0
1,19,0,101.0,102.0,1.0,4.0
1,12,625,101.0,400.0,2.0,2.0
1,19,230,101.0,307.0,3.0,4.0
1,12,930,502.0,511.0,2.0,3.0
1,20,0,101.0,400.0,2.0,4.0
1,12,210,402.0,0.0,1.0,1.0
1,16,930,502.0,511.0,3.0,3.0
1,12,220,101.0,400.0,4.0,2.0
1,17,626,501.0,400.0,3.0,4.0
1,14,624,101.0,400.0,2.0,3.0
1,20,210,108.0,102.0,2.0,3.0
1,12,230,0.0,212.0,3.0,4.0
1,13,310,203.0,400.0,1.0,4.0
1,19,624,501.0,400.0,2.0,3.0
1,20,624,0.0,400.0,3.0,2.0
1,13,624,108.0,400.0,3.0,3.0
1,17,626,502.0,400.0,5.0,4.0
1,20,626,101.0,400.0,3.0,4.0
1,14,626,502.0,400.0,3.0,1.0
2,16,230,501.0,500.0,3.0,4.0
1,19,121,0.0,400.0,2.0,4.0
1,14,624,101.0,400.0,2.0,3.0
1,14,230,501.0,0.0,1.0,3.0
2,12,624,101.0,400.0,5.0,3.0
1,7,626,501.0,400.0,4.0,4.0
1,14,0,101.0,500.0,2.0,4.0
1,15,210,102.0,400.0,3.0,4.0
1,14,761,102.0,500.0,5.0,2.0
1,13,0,0.0,106.0,1.0,2.0
2,14,236,501.0,400.0,2.0,3.0
1,12,230,102.0,400.0,4.0,3.0
2,12,230,102.0,0.0,2.0,4.0
1,16,626,502.0,400.0,4.0,2.0
1,14,310,0.0,500.0,5.0,2.0
2,13,230,101.0,500.0,3.0,3.0
1,20,740,210.0,400.0,1.0,4.0
1,15,624,102.0,400.0,2.0,3.0
2,19,626,501.0,0.0,2.0,4.0
2,12,210,101.0,400.0,5.0,3.0
2,18,626,502.0,400.0,4.0,4.0
1,20,625,102.0,500.0,1.0,4.0
1,19,626,101.0,400.0,2.0,3.0
2,15,761,104.0,200.0,3.0,4.0
2,18,626,501.0,400.0,2.0,2.0
1,13,624,203.0,400.0,3.0,4.0
1,14,210,501.0,0.0,2.0,3.0
1,12,625,0.0,400.0,2.0,4.0
2,12,930,501.0,511.0,3.0,4.0
1,12,0,108.0,400.0,1.0,3.0
1,18,626,501.0,400.0,4.0,2.0
1,21,0,0.0,500.0,1.0,4.0
2,18,0,501.0,400.0,1.0,4.0
1,12,626,101.0,400.0,2.0,4.0
1,16,0,101.0,102.0,1.0,4.0
1,19,210,101.0,400.0,2.0,4.0
1,16,0,203.0,400.0,1.0,4.0
1,19,230,101.0,307.0,5.0,3.0
1,13,626,501.0,400.0,3.0,4.0
1,20,624,102.0,400.0,3.0,4.0
2,20,624,0.0,400.0,2.0,2.0
2,13,230,102.0,0.0,4.0,3.0
2,12,0,501.0,400.0,1.0,3.0
2,12,230,101.0,109.0,1.0,4.0
1,12,210,0.0,400.0,1.0,3.0
1,15,626,502.0,400.0,2.0,3.0
1,13,624,501.0,400.0,4.0,4.0
1,13,740,210.0,0.0,2.0,2.0
1,19,230,109.0,0.0,2.0,4.0
2,15,626,502.0,400.0,4.0,3.0
1,19,625,402.0,400.0,2.0,2.0
1,20,0,101.0,0.0,4.0,4.0
1,20,930,501.0,511.0,2.0,4.0
1,14,310,501.0,500.0,5.0,2.0
1,18,230,108.0,307.0,5.0,3.0
2,18,230,501.0,0.0,3.0,3.0
1,18,210,101.0,102.0,4.0,2.0
1,20,761,502.0,511.0,5.0,2.0
1,16,230,101.0,512.0,5.0,3.0
1,21,230,501.0,400.0,3.0,4.0
1,13,626,101.0,400.0,2.0,4.0
2,12,624,101.0,400.0,4.0,3.0
2,11,624,0.0,400.0,4.0,3.0
1,15,624,502.0,400.0,2.0,4.0
1,18,626,501.0,400.0,2.0,3.0
1,20,626,502.0,400.0,5.0,4.0
2,18,230,102.0,102.0,3.0,3.0
1,12,0,102.0,207.0,1.0,3.0
2,13,626,501.0,400.0,2.0,3.0
2,13,236,102.0,0.0,5.0,3.0
1,14,740,101.0,500.0,3.0,3.0
2,18,236,101.0,400.0,2.0,3.0
1,21,230,501.0,0.0,2.0,3.0
2,13,624,102.0,400.0,2.0,3.0
1,14,624,0.0,400.0,1.0,4.0
1,20,624,101.0,400.0,5.0,2.0
1,14,236,502.0,400.0,3.0,4.0
1,17,626,501.0,400.0,4.0,3.0
1,18,624,502.0,400.0,3.0,3.0
1,15,624,0.0,400.0,2.0,3.0
2,18,236,108.0,400.0,2.0,3.0
1,21,236,502.0,400.0,3.0,4.0
1,13,624,502.0,400.0,2.0,3.0
1,15,626,501.0,400.0,4.0,4.0
2,12,0,502.0,106.0,5.0,4.0
1,20,624,502.0,400.0,2.0,3.0
1,12,230,0.0,102.0,2.0,4.0
2,12,626,501.0,400.0,4.0,2.0
2,13,761,101.0,0.0,5.0,3.0
1,17,210,108.0,400.0,5.0,3.0
1,16,624,0.0,400.0,5.0,2.0
2,12,624,501.0,500.0,3.0,2.0
1,16,0,101.0,500.0,2.0,4.0
1,14,624,502.0,400.0,4.0,3.0
1,18,624,502.0,400.0,3.0,4.0
1,15,860,102.0,400.0,3.0,3.0
1,19,210,101.0,109.0,3.0,2.0
1,13,626,501.0,400.0,4.0,3.0
1,12,860,501.0,400.0,1.0,4.0
1,13,624,502.0,500.0,5.0,3.0
2,18,230,102.0,0.0,5.0,4.0
1,21,624,501.0,400.0,5.0,4.0
1,18,230,102.0,0.0,5.0,4.0
2,13,0,501.0,511.0,4.0,3.0
1,12,624,104.0,400.0,4.0,3.0
1,18,624,501.0,400.0,2.0,3.0
2,16,0,501.0,106.0,5.0,3.0
1,14,236,502.0,500.0,5.0,2.0
1,15,624,502.0,400.0,5.0,4.0
1,17,0,101.0,500.0,5.0,3.0
1,20,761,502.0,102.0,2.0,4.0
2,20,310,101.0,500.0,5.0,4.0
1,12,230,103.0,0.0,4.0,3.0
1,20,740,0.0,500.0,1.0,3.0
1,15,220,203.0,102.0,1.0,3.0
2,18,0,122.0,400.0,3.0,4.0
1,14,624,203.0,400.0,3.0,2.0
1,5,624,501.0,400.0,5.0,4.0
1,14,121,501.0,400.0,1.0,4.0
1,20,0,101.0,511.0,5.0,3.0
1,13,624,102.0,400.0,5.0,2.0
1,14,0,210.0,400.0,5.0,4.0
1,18,210,0.0,109.0,5.0,4.0
2,13,626,122.0,400.0,3.0,4.0
2,12,230,501.0,0.0,2.0,4.0
1,13,210,0.0,400.0,2.0,2.0
2,18,230,101.0,102.0,2.0,3.0
2,14,626,503.0,400.0,2.0,2.0
1,14,310,0.0,500.0,4.0,3.0
2,18,860,502.0,400.0,4.0,2.0
1,11,236,102.0,207.0,2.0,3.0
1,18,121,501.0,400.0,1.0,4.0
2,12,0,101.0,106.0,1.0,4.0
1,19,624,0.0,400.0,2.0,4.0
1,20,626,502.0,400.0,3.0,2.0
1,13,761,502.0,109.0,2.0,4.0
2,12,624,502.0,400.0,4.0,4.0
2,18,626,101.0,400.0,4.0,3.0
1,18,626,101.0,400.0,2.0,3.0
1,13,624,501.0,400.0,5.0,3.0
1,15,230,502.0,500.0,5.0,2.0
1,21,230,501.0,400.0,5.0,4.0
1,12,0,101.0,500.0,1.0,4.0
1,16,626,501.0,400.0,4.0,4.0
2,12,210,101.0,400.0,3.0,2.0
1,17,624,501.0,400.0,3.0,3.0
1,19,626,501.0,400.0,1.0,3.0
1,16,230,103.0,207.0,3.0,3.0
1,18,624,501.0,400.0,4.0,2.0
1,13,624,101.0,400.0,2.0,3.0
1,12,626,0.0,400.0,3.0,2.0
1,18,230,103.0,207.0,2.0,3.0
1,17,310,501.0,500.0,1.0,4.0
1,15,624,102.0,400.0,3.0,3.0
1,20,626,502.0,400.0,2.0,2.0
2,13,625,0.0,400.0,2.0,4.0
1,12,624,502.0,400.0,1.0,2.0
1,19,626,502.0,400.0,2.0,4.0
1,17,626,108.0,500.0,2.0,4.0
1,16,626,501.0,400.0,1.0,4.0
1,11,624,502.0,400.0,4.0,4.0
1,16,930,0.0,511.0,1.0,4.0
2,18,310,501.0,500.0,5.0,3.0
1,15,625,501.0,400.0,3.0,3.0
1,21,230,101.0,200.0,5.0,4.0
2,18,0,101.0,500.0,4.0,4.0
1,21,860,210.0,400.0,3.0,4.0
1,13,624,101.0,400.0,5.0,3.0
1,21,626,108.0,400.0,4.0,3.0
1,15,626,502.0,500.0,4.0,2.0
1,20,210,101.0,102.0,5.0,4.0
1,19,210,0.0,400.0,1.0,3.0
1,12,210,101.0,511.0,4.0,3.0
1,14,627,203.0,400.0,1.0,4.0
1,19,930,501.0,511.0,2.0,2.0
1,18,310,0.0,500.0,1.0,3.0
1,19,0,101.0,400.0,1.0,4.0
1,13,210,108.0,109.0,3.0,2.0
1,19,0,502.0,400.0,2.0,4.0
1,18,230,101.0,102.0,5.0,2.0
1,12,860,0.0,400.0,3.0,4.0
1,15,0,108.0,400.0,1.0,3.0
2,12,627,502.0,400.0,1.0,4.0
2,18,624,101.0,400.0,3.0,4.0
1,12,626,501.0,400.0,2.0,4.0
1,19,624,501.0,400.0,3.0,3.0
1,17,626,502.0,400.0,2.0,4.0
1,14,230,0.0,512.0,5.0,4.0
1,19,230,101.0,106.0,2.0,4.0
1,13,626,102.0,400.0,2.0,2.0
1,20,624,402.0,400.0,4.0,3.0
1,17,761,108.0,0.0,2.0,2.0
1,20,624,0.0,400.0,4.0,3.0
1,13,624,502.0,400.0,5.0,4.0
1,14,624,108.0,400.0,3.0,3.0
1,19,624,0.0,0.0,5.0,1.0
1,21,220,101.0,200.0,5.0,3.0
1,21,0,108.0,511.0,4.0,4.0
2,12,624,501.0,400.0,2.0,3.0
2,18,930,0.0,511.0,1.0,4.0
2,18,210,101.0,500.0,1.0,4.0
2,18,0,0.0,400.0,2.0,1.0
1,12,624,501.0,400.0,3.0,4.0
2,12,625,501.0,400.0,5.0,3.0
1,18,0,502.0,109.0,5.0,4.0
1,12,230,108.0,0.0,3.0,4.0
1,20,236,502.0,500.0,2.0,3.0
1,12,210,102.0,0.0,1.0,4.0
1,18,624,101.0,500.0,2.0,3.0
2,12,230,203.0,312.0,3.0,4.0
1,13,230,101.0,109.0,1.0,4.0
1,20,624,203.0,400.0,2.0,1.0
2,18,210,108.0,0.0,2.0,3.0
1,21,230,0.0,212.0,2.0,4.0
1,15,761,101.0,511.0,5.0,3.0
1,16,626,101.0,500.0,3.0,4.0
2,16,230,101.0,106.0,5.0,4.0
1,13,0,501.0,500.0,4.0,3.0
1,13,230,101.0,106.0,1.0,4.0
1,13,930,102.0,511.0,4.0,4.0
2,20,624,502.0,400.0,4.0,4.0
1,18,626,501.0,400.0,3.0,2.0
1,15,210,101.0,200.0,2.0,3.0
1,15,230,101.0,400.0,3.0,4.0
2,17,624,501.0,400.0,4.0,4.0
2,13,230,101.0,307.0,3.0,3.0
1,14,210,101.0,400.0,3.0,4.0
1,13,230,102.0,109.0,4.0,4.0
1,19,626,102.0,400.0,4.0,2.0
2,18,230,501.0,102.0,3.0,4.0
1,15,761,108.0,0.0,3.0,2.0
1,18,0,0.0,400.0,3.0,3.0
1,18,230,102.0,312.0,5.0,3.0
1,14,0,0.0,109.0,4.0,4.0
1,20,0,501.0,0.0,2.0,4.0
1,20,624,0.0,400.0,3.0,2.0
2,18,0,122.0,308.0,5.0,1.0
1,14,230,102.0,500.0,2.0,4.0
1,14,230,108.0,400.0,5.0,4.0
1,12,220,102.0,200.0,2.0,2.0
1,19,761,101.0,102.0,2.0,4.0
2,13,624,501.0,500.0,3.0,3.0
1,15,626,501.0,400.0,3.0,4.0
1,12,0,102.0,400.0,1.0,4.0
1,13,210,101.0,400.0,4.0,3.0
1,17,624,501.0,400.0,2.0,4.0
1,19,627,503.0,400.0,1.0,3.0
1,17,626,501.0,400.0,4.0,4.0
1,21,210,301.0,102.0,3.0,2.0
1,19,626,502.0,400.0,3.0,4.0
1,15,624,501.0,400.0,3.0,2.0
1,19,624,108.0,400.0,3.0,3.0
1,16,230,101.0,500.0,3.0,3.0
2,18,0,101.0,102.0,4.0,2.0
1,12,230,101.0,106.0,3.0,3.0
1,19,626,0.0,511.0,2.0,3.0
2,18,230,101.0,106.0,2.0,4.0
1,20,624,501.0,400.0,3.0,4.0
2,14,930,0.0,511.0,4.0,4.0
1,18,210,502.0,400.0,2.0,3.0
1,14,230,0.0,400.0,2.0,4.0
1,13,0,101.0,109.0,1.0,4.0
1,21,624,502.0,400.0,5.0,2.0
