vict_descent,area,crm_cd,premis_cd,weapon_used_cd,age_group,time_group
2,7,0,502.0,400.0,1.0,3.0
1,11,626,501.0,400.0,3.0,2.0
1,1,0,502.0,400.0,4.0,4.0
1,2,626,210.0,400.0,5.0,4.0
1,12,626,101.0,400.0,2.0,4.0
1,2,626,502.0,400.0,3.0,4.0
2,6,210,502.0,400.0,2.0,4.0
1,14,0,0.0,212.0,3.0,4.0
1,19,236,501.0,400.0,3.0,4.0
1,1,624,102.0,400.0,4.0,4.0
1,18,230,108.0,307.0,2.0,3.0
1,18,230,101.0,400.0,4.0,4.0
2,1,624,103.0,400.0,2.0,1.0
1,8,230,102.0,106.0,2.0,4.0
1,19,210,101.0,400.0,5.0,3.0
1,4,230,101.0,500.0,2.0,4.0
1,12,210,101.0,400.0,4.0,4.0
1,7,230,101.0,400.0,3.0,3.0
1,8,624,0.0,500.0,3.0,4.0
2,13,624,203.0,500.0,5.0,3.0
1,10,210,101.0,102.0,4.0,3.0
1,12,625,501.0,400.0,4.0,3.0
1,17,624,108.0,400.0,3.0,4.0
1,5,121,0.0,400.0,1.0,1.0
1,7,624,203.0,400.0,5.0,2.0
2,12,210,102.0,0.0,1.0,3.0
1,12,761,501.0,200.0,3.0,3.0
1,1,624,502.0,400.0,5.0,3.0
1,8,624,101.0,400.0,2.0,1.0
2,13,230,103.0,102.0,2.0,2.0
1,11,230,210.0,512.0,2.0,2.0
1,18,624,502.0,400.0,2.0,2.0
1,12,220,501.0,400.0,1.0,3.0
2,12,0,501.0,500.0,2.0,4.0
2,2,626,122.0,400.0,2.0,3.0
2,7,0,501.0,400.0,1.0,3.0
1,1,626,102.0,400.0,3.0,3.0
1,7,624,501.0,400.0,4.0,3.0
1,10,626,101.0,400.0,2.0,4.0
1,2,624,0.0,400.0,4.0,3.0
1,10,624,502.0,400.0,5.0,3.0
1,3,0,502.0,400.0,3.0,4.0
1,18,626,108.0,400.0,4.0,3.0
1,7,761,501.0,0.0,5.0,1.0
2,14,236,502.0,400.0,2.0,4.0
2,13,230,101.0,0.0,4.0,4.0
1,19,121,0.0,400.0,5.0,2.0
2,18,236,501.0,0.0,5.0,4.0
1,16,0,0.0,511.0,1.0,1.0
1,1,625,102.0,500.0,4.0,3.0
2,1,0,101.0,102.0,2.0,4.0
1,14,230,0.0,0.0,3.0,3.0
1,6,0,102.0,400.0,1.0,4.0
1,15,230,101.0,500.0,4.0,3.0
1,15,626,502.0,400.0,4.0,1.0
1,14,310,501.0,500.0,5.0,3.0
1,13,624,203.0,400.0,5.0,2.0
2,18,236,502.0,500.0,3.0,3.0
2,3,624,501.0,400.0,5.0,3.0
2,20,236,502.0,400.0,4.0,4.0
1,12,0,122.0,0.0,5.0,1.0
1,15,624,0.0,400.0,3.0,1.0
1,13,930,502.0,511.0,5.0,1.0
2,12,626,501.0,400.0,2.0,4.0
1,5,624,101.0,400.0,5.0,4.0
1,14,626,108.0,400.0,2.0,4.0
1,12,210,101.0,400.0,5.0,3.0
1,16,860,102.0,400.0,4.0,4.0
2,20,624,501.0,400.0,4.0,4.0
1,18,626,501.0,400.0,4.0,4.0
1,3,0,101.0,109.0,2.0,4.0
1,2,624,102.0,400.0,5.0,3.0
1,9,624,203.0,400.0,3.0,3.0
1,7,761,0.0,106.0,4.0,1.0
1,21,930,502.0,511.0,3.0,3.0
1,19,0,104.0,102.0,5.0,3.0
2,17,0,101.0,400.0,2.0,3.0
2,18,210,102.0,0.0,4.0,4.0
1,13,0,501.0,400.0,1.0,3.0
1,12,860,0.0,400.0,1.0,4.0
2,9,626,501.0,400.0,2.0,4.0
2,12,121,502.0,400.0,4.0,2.0
2,3,121,502.0,102.0,3.0,3.0
1,1,210,101.0,207.0,5.0,4.0
1,10,626,502.0,400.0,1.0,2.0
1,6,626,501.0,400.0,2.0,3.0
1,3,626,501.0,400.0,2.0,4.0
1,15,761,108.0,200.0,5.0,2.0
2,9,624,101.0,400.0,5.0,4.0
1,17,230,102.0,102.0,3.0,4.0
1,18,230,101.0,109.0,2.0,1.0
2,18,220,102.0,400.0,2.0,3.0
1,19,624,501.0,0.0,4.0,2.0
2,3,230,101.0,0.0,5.0,3.0
1,15,624,102.0,400.0,5.0,3.0
1,6,930,0.0,511.0,1.0,3.0
1,2,626,501.0,400.0,5.0,3.0
1,21,230,502.0,512.0,2.0,2.0
1,17,230,501.0,500.0,4.0,3.0
1,8,624,501.0,400.0,2.0,4.0
1,6,230,102.0,200.0,3.0,3.0
1,14,0,502.0,0.0,5.0,4.0
1,3,761,502.0,102.0,2.0,4.0
1,7,624,101.0,400.0,2.0,3.0
1,3,230,102.0,109.0,2.0,3.0
2,1,230,0.0,0.0,4.0,4.0
1,16,626,501.0,400.0,3.0,3.0
1,11,210,109.0,400.0,2.0,4.0
1,2,0,101.0,306.0,4.0,3.0
1,5,930,203.0,400.0,4.0,3.0
1,8,210,108.0,102.0,5.0,4.0
2,3,210,102.0,400.0,3.0,3.0
1,4,230,501.0,500.0,2.0,3.0
1,9,930,501.0,500.0,3.0,4.0
1,7,230,102.0,308.0,5.0,3.0
1,20,624,101.0,400.0,3.0,4.0
1,13,624,101.0,400.0,5.0,3.0
1,14,210,0.0,400.0,4.0,1.0
1,1,624,0.0,400.0,3.0,3.0
2,6,0,502.0,511.0,2.0,3.0
1,8,310,501.0,400.0,5.0,3.0
1,20,624,102.0,400.0,4.0,4.0
1,8,310,0.0,500.0,3.0,1.0
1,12,624,501.0,400.0,2.0,4.0
2,12,626,501.0,400.0,2.0,4.0
1,12,624,0.0,400.0,1.0,3.0
1,1,930,102.0,511.0,2.0,4.0
1,11,0,101.0,102.0,1.0,4.0
1,21,624,102.0,500.0,3.0,3.0
2,1,230,101.0,308.0,5.0,2.0
2,12,230,101.0,102.0,5.0,3.0
1,8,0,502.0,500.0,4.0,3.0
1,19,624,0.0,400.0,4.0,4.0
1,6,0,101.0,0.0,2.0,3.0
1,2,230,108.0,0.0,2.0,2.0
2,12,236,502.0,400.0,3.0,4.0
1,19,626,502.0,400.0,3.0,4.0
1,20,761,0.0,400.0,5.0,4.0
1,5,626,502.0,400.0,2.0,2.0
2,12,236,501.0,400.0,5.0,1.0
1,20,624,101.0,400.0,4.0,3.0
1,9,624,501.0,400.0,4.0,4.0
1,20,624,0.0,400.0,3.0,4.0
1,13,626,501.0,400.0,4.0,4.0
1,17,624,501.0,400.0,4.0,3.0
1,17,310,0.0,500.0,1.0,2.0
1,4,220,102.0,400.0,2.0,3.0
1,1,0,203.0,511.0,3.0,3.0
1,13,230,501.0,200.0,1.0,4.0
1,12,624,501.0,400.0,2.0,4.0
1,3,210,102.0,400.0,3.0,4.0
1,20,210,0.0,0.0,1.0,4.0
1,3,626,501.0,400.0,3.0,4.0
1,16,236,122.0,500.0,3.0,3.0
1,4,624,0.0,400.0,4.0,4.0
1,15,230,502.0,0.0,2.0,4.0
1,16,0,501.0,400.0,1.0,4.0
1,8,0,501.0,400.0,2.0,4.0
2,4,626,501.0,400.0,1.0,2.0
1,3,230,0.0,500.0,2.0,4.0
2,6,740,101.0,400.0,2.0,2.0
1,14,761,301.0,207.0,3.0,4.0
1,18,230,108.0,400.0,3.0,1.0
2,12,624,502.0,400.0,5.0,4.0
1,15,624,0.0,400.0,5.0,3.0
1,19,210,101.0,400.0,5.0,3.0
1,17,624,501.0,400.0,5.0,3.0
1,2,624,101.0,400.0,3.0,4.0
1,6,740,101.0,212.0,1.0,4.0
2,13,624,0.0,400.0,3.0,3.0
2,3,624,101.0,400.0,5.0,4.0
1,21,930,301.0,511.0,4.0,3.0
1,14,0,0.0,400.0,1.0,4.0
1,11,624,501.0,400.0,5.0,3.0
1,1,624,102.0,400.0,5.0,4.0
1,19,230,101.0,0.0,1.0,3.0
1,5,624,101.0,400.0,5.0,2.0
2,1,210,102.0,511.0,5.0,3.0
1,17,0,501.0,400.0,2.0,3.0
2,12,626,108.0,400.0,5.0,4.0
2,12,0,501.0,400.0,1.0,4.0
1,20,626,501.0,400.0,2.0,4.0
1,15,624,0.0,400.0,5.0,2.0
1,6,0,501.0,500.0,3.0,4.0
1,18,236,502.0,200.0,4.0,3.0
1,5,624,101.0,400.0,1.0,3.0
1,10,210,102.0,106.0,1.0,4.0
2,12,230,108.0,312.0,5.0,3.0
1,13,230,203.0,500.0,5.0,3.0
2,2,626,502.0,400.0,2.0,3.0
2,11,230,301.0,102.0,2.0,2.0
1,2,930,101.0,500.0,3.0,3.0
2,12,626,502.0,400.0,5.0,4.0
1,2,624,102.0,400.0,5.0,3.0
1,1,624,0.0,400.0,4.0,3.0
2,9,624,501.0,400.0,2.0,4.0
1,12,0,203.0,400.0,1.0,4.0
1,11,236,301.0,0.0,5.0,1.0
1,5,930,501.0,511.0,3.0,4.0
1,5,0,502.0,500.0,2.0,4.0
1,17,624,301.0,400.0,4.0,3.0
1,18,210,0.0,102.0,1.0,3.0
1,4,230,502.0,102.0,2.0,4.0
1,9,624,501.0,400.0,2.0,4.0
1,5,626,101.0,400.0,3.0,3.0
1,3,230,101.0,400.0,3.0,4.0
1,2,761,502.0,0.0,3.0,1.0
1,4,230,102.0,500.0,4.0,4.0
1,12,210,0.0,102.0,1.0,4.0
1,16,230,501.0,0.0,2.0,4.0
1,19,930,0.0,511.0,5.0,1.0
1,9,761,502.0,102.0,3.0,1.0
1,13,624,402.0,400.0,3.0,2.0
1,11,0,102.0,109.0,2.0,4.0
1,5,624,210.0,400.0,5.0,4.0
1,7,930,0.0,511.0,2.0,3.0
1,10,626,109.0,400.0,2.0,3.0
2,5,626,503.0,400.0,3.0,3.0
1,8,230,102.0,400.0,2.0,2.0
2,15,624,108.0,400.0,2.0,3.0
1,13,624,501.0,400.0,4.0,3.0
1,4,624,501.0,400.0,2.0,3.0
1,6,210,0.0,400.0,1.0,2.0
2,12,230,103.0,0.0,2.0,3.0
1,2,740,503.0,312.0,1.0,4.0
2,16,761,502.0,0.0,5.0,3.0
1,21,930,0.0,511.0,1.0,4.0
1,20,930,102.0,511.0,5.0,4.0
2,12,930,501.0,511.0,5.0,2.0
2,13,0,501.0,400.0,4.0,4.0
1,18,230,102.0,512.0,2.0,4.0
1,3,626,502.0,400.0,2.0,3.0
2,14,230,0.0,109.0,5.0,2.0
1,2,740,122.0,400.0,4.0,3.0
1,2,230,102.0,0.0,5.0,3.0
1,10,230,0.0,500.0,4.0,4.0
1,18,210,203.0,106.0,3.0,3.0
1,19,624,101.0,400.0,2.0,4.0
1,1,624,502.0,500.0,3.0,4.0
1,2,210,502.0,400.0,2.0,4.0
2,9,624,102.0,400.0,5.0,4.0
1,5,930,502.0,511.0,2.0,2.0
2,3,624,501.0,400.0,1.0,4.0
1,8,0,0.0,400.0,1.0,3.0
1,14,624,402.0,400.0,5.0,2.0
1,14,624,108.0,400.0,3.0,3.0
1,21,930,108.0,511.0,2.0,4.0
1,13,0,101.0,306.0,3.0,3.0
1,6,626,502.0,400.0,1.0,2.0
1,2,626,501.0,400.0,2.0,4.0
1,12,761,101.0,102.0,1.0,3.0
1,12,626,501.0,400.0,2.0,2.0
1,6,236,102.0,400.0,3.0,2.0
1,20,230,502.0,102.0,5.0,4.0
1,19,761,301.0,102.0,2.0,3.0
1,19,626,503.0,400.0,4.0,4.0
1,13,624,501.0,400.0,4.0,3.0
1,2,210,101.0,102.0,5.0,2.0
1,12,624,101.0,400.0,4.0,4.0
2,18,230,101.0,307.0,4.0,2.0
1,20,624,502.0,400.0,4.0,4.0
1,20,930,101.0,511.0,5.0,2.0
1,2,210,108.0,0.0,3.0,4.0
2,18,230,0.0,512.0,5.0,2.0
1,15,624,0.0,306.0,4.0,4.0
2,17,230,0.0,106.0,3.0,4.0
1,1,236,502.0,400.0,2.0,4.0
1,2,624,101.0,400.0,1.0,4.0
2,18,930,501.0,400.0,5.0,4.0
1,10,761,101.0,200.0,3.0,3.0
1,19,0,402.0,400.0,1.0,4.0
1,6,624,108.0,400.0,5.0,2.0
1,4,236,503.0,0.0,3.0,4.0
2,13,236,502.0,0.0,2.0,3.0
2,9,236,502.0,400.0,5.0,3.0
1,6,0,101.0,500.0,3.0,3.0
2,14,740,0.0,500.0,5.0,4.0
1,21,230,102.0,0.0,3.0,2.0
1,14,230,103.0,109.0,1.0,4.0
1,18,624,502.0,400.0,2.0,4.0
2,13,626,502.0,400.0,5.0,4.0
1,19,210,102.0,102.0,2.0,3.0
1,13,624,501.0,0.0,3.0,3.0
1,21,210,0.0,200.0,3.0,3.0
1,8,0,101.0,400.0,2.0,2.0
1,12,210,0.0,400.0,1.0,3.0
1,19,930,502.0,511.0,3.0,4.0
1,7,624,101.0,0.0,5.0,3.0
2,16,0,0.0,0.0,5.0,3.0
1,17,624,0.0,400.0,1.0,3.0
1,12,624,101.0,400.0,5.0,4.0
2,13,624,503.0,400.0,3.0,3.0
1,4,930,108.0,511.0,4.0,4.0
1,17,230,210.0,400.0,2.0,4.0
2,12,230,102.0,106.0,1.0,4.0
1,14,230,402.0,500.0,5.0,3.0
2,3,624,502.0,400.0,4.0,4.0
1,2,210,109.0,312.0,4.0,4.0
1,13,626,501.0,400.0,4.0,4.0
2,3,230,101.0,109.0,1.0,3.0
1,16,236,503.0,400.0,2.0,1.0
1,2,0,102.0,102.0,1.0,4.0
1,21,624,501.0,400.0,5.0,3.0
1,19,0,101.0,102.0,5.0,4.0
1,20,761,503.0,0.0,2.0,3.0
1,3,0,101.0,511.0,3.0,3.0
1,11,220,101.0,400.0,1.0,3.0
2,12,230,0.0,0.0,5.0,2.0
2,6,626,503.0,400.0,2.0,4.0
1,5,624,101.0,400.0,5.0,3.0
1,12,230,101.0,109.0,2.0,3.0
2,12,230,502.0,102.0,3.0,4.0
1,5,624,102.0,400.0,2.0,2.0
2,18,230,501.0,102.0,2.0,4.0
1,4,236,502.0,400.0,4.0,3.0
1,17,624,502.0,400.0,2.0,2.0
2,18,626,502.0,400.0,4.0,3.0
1,5,230,108.0,102.0,5.0,2.0
1,17,624,108.0,400.0,2.0,4.0
1,11,210,203.0,207.0,1.0,3.0
2,2,624,101.0,400.0,5.0,3.0
2,9,626,502.0,400.0,3.0,2.0
1,1,624,0.0,400.0,5.0,4.0
1,1,624,0.0,500.0,4.0,4.0
1,18,0,502.0,106.0,1.0,3.0
2,20,210,108.0,102.0,2.0,4.0
1,15,930,101.0,511.0,3.0,4.0
2,2,210,101.0,400.0,5.0,3.0
1,12,230,102.0,400.0,1.0,3.0
2,20,626,502.0,400.0,2.0,4.0
1,1,626,502.0,400.0,5.0,4.0
1,1,626,502.0,400.0,3.0,3.0
2,2,624,102.0,400.0,3.0,4.0
1,13,230,101.0,109.0,3.0,2.0
1,17,624,203.0,400.0,5.0,3.0
1,12,230,501.0,0.0,4.0,4.0
1,20,210,102.0,109.0,3.0,3.0
1,1,220,210.0,0.0,1.0,3.0
1,1,0,103.0,400.0,2.0,3.0
1,8,624,102.0,400.0,5.0,4.0
1,12,210,101.0,400.0,5.0,4.0
2,15,626,502.0,400.0,1.0,1.0
1,11,626,501.0,400.0,4.0,4.0
1,15,230,101.0,500.0,2.0,4.0
1,12,210,0.0,109.0,1.0,4.0
1,6,624,101.0,212.0,3.0,4.0
2,20,230,102.0,207.0,4.0,4.0
1,4,310,203.0,500.0,1.0,1.0
1,9,0,102.0,207.0,5.0,4.0
1,4,624,101.0,400.0,4.0,4.0
2,14,230,0.0,312.0,3.0,2.0
2,14,236,0.0,400.0,4.0,2.0
1,1,624,502.0,400.0,2.0,3.0
1,20,220,108.0,400.0,5.0,1.0
1,20,230,502.0,200.0,3.0,3.0
1,11,210,210.0,400.0,1.0,4.0
1,7,626,0.0,0.0,2.0,2.0
1,2,626,502.0,400.0,1.0,4.0
1,7,230,101.0,102.0,3.0,3.0
1,12,210,210.0,0.0,4.0,3.0
1,6,0,101.0,400.0,2.0,3.0
1,13,624,501.0,400.0,5.0,4.0
1,10,0,501.0,0.0,1.0,4.0
1,17,624,501.0,400.0,2.0,4.0
2,6,0,502.0,0.0,3.0,4.0
1,4,230,501.0,212.0,5.0,2.0
1,1,210,502.0,102.0,1.0,3.0
2,14,236,108.0,200.0,3.0,4.0
1,1,761,0.0,200.0,2.0,4.0
1,8,210,101.0,400.0,1.0,3.0
2,18,210,101.0,106.0,2.0,4.0
1,6,310,0.0,500.0,5.0,3.0
2,8,220,108.0,102.0,5.0,2.0
1,17,930,501.0,511.0,4.0,4.0
1,2,230,502.0,102.0,3.0,4.0
1,9,626,502.0,400.0,2.0,4.0
1,7,230,101.0,200.0,2.0,3.0
2,6,930,102.0,511.0,2.0,3.0
2,21,930,0.0,511.0,3.0,4.0
1,18,930,102.0,511.0,4.0,4.0
1,17,236,108.0,400.0,2.0,4.0
1,18,626,502.0,400.0,1.0,1.0
2,20,236,502.0,400.0,1.0,2.0
1,5,230,101.0,0.0,3.0,2.0
1,3,210,0.0,400.0,2.0,4.0
1,11,230,101.0,102.0,3.0,1.0
1,2,230,102.0,312.0,3.0,3.0
1,2,860,501.0,400.0,1.0,2.0
1,15,625,0.0,400.0,3.0,3.0
1,1,624,102.0,400.0,4.0,2.0
1,9,626,502.0,400.0,2.0,2.0
1,20,624,502.0,400.0,2.0,4.0
1,20,0,102.0,0.0,5.0,2.0
1,8,0,101.0,312.0,1.0,4.0
1,2,624,0.0,400.0,3.0,4.0
1,13,0,101.0,500.0,2.0,3.0
1,20,626,502.0,400.0,4.0,4.0
2,5,624,502.0,400.0,5.0,3.0
1,8,625,502.0,400.0,5.0,4.0
1,15,626,502.0,400.0,3.0,1.0
2,1,626,503.0,400.0,3.0,4.0
1,20,761,502.0,0.0,5.0,4.0
2,3,624,101.0,400.0,3.0,4.0
2,6,626,502.0,400.0,5.0,3.0
1,20,624,103.0,400.0,2.0,4.0
1,9,624,203.0,400.0,5.0,4.0
1,2,0,102.0,400.0,1.0,3.0
1,12,230,101.0,308.0,3.0,3.0
1,7,230,101.0,0.0,5.0,3.0
1,3,210,203.0,400.0,3.0,4.0
1,18,624,0.0,400.0,5.0,3.0
1,7,626,501.0,400.0,3.0,4.0
2,18,0,203.0,400.0,4.0,4.0
1,11,930,0.0,511.0,1.0,3.0
1,7,626,0.0,400.0,3.0,2.0
1,16,626,501.0,400.0,3.0,4.0
2,9,930,102.0,511.0,3.0,3.0
1,18,0,109.0,400.0,1.0,4.0
2,18,210,103.0,400.0,5.0,3.0
1,5,626,502.0,400.0,5.0,4.0
2,12,626,501.0,400.0,4.0,4.0
1,11,230,102.0,0.0,4.0,3.0
1,20,230,102.0,0.0,5.0,4.0
1,21,230,108.0,0.0,5.0,4.0
1,20,210,0.0,400.0,1.0,4.0
2,18,230,501.0,400.0,3.0,3.0
1,18,230,102.0,0.0,1.0,4.0
2,1,624,102.0,400.0,4.0,3.0
1,6,740,501.0,500.0,5.0,1.0
1,3,626,502.0,400.0,2.0,2.0
1,19,624,0.0,0.0,4.0,3.0
1,2,626,102.0,400.0,4.0,4.0
1,6,310,502.0,500.0,1.0,2.0
1,19,0,101.0,0.0,4.0,3.0
1,1,230,0.0,212.0,2.0,3.0
1,8,0,101.0,400.0,1.0,2.0
2,12,624,0.0,400.0,5.0,4.0
1,12,0,101.0,500.0,1.0,2.0
1,13,220,203.0,0.0,1.0,2.0
2,7,220,101.0,500.0,5.0,3.0
1,21,624,210.0,400.0,2.0,3.0
1,5,761,103.0,102.0,2.0,3.0
1,2,624,501.0,400.0,4.0,3.0
1,2,210,101.0,400.0,5.0,4.0
1,5,626,103.0,400.0,2.0,2.0
2,1,761,203.0,102.0,4.0,1.0
1,21,310,203.0,500.0,3.0,2.0
1,9,230,502.0,400.0,3.0,3.0
1,8,0,502.0,511.0,2.0,2.0
1,16,624,501.0,400.0,5.0,4.0
1,10,761,203.0,200.0,3.0,3.0
1,2,0,502.0,400.0,3.0,3.0
2,18,230,0.0,500.0,2.0,2.0
2,18,626,101.0,400.0,3.0,4.0
1,13,860,0.0,400.0,1.0,1.0
1,5,121,103.0,400.0,4.0,2.0
1,1,626,503.0,400.0,4.0,3.0
1,20,0,102.0,511.0,3.0,3.0
1,1,740,122.0,500.0,1.0,2.0
2,3,761,502.0,0.0,5.0,3.0
2,18,930,502.0,511.0,3.0,2.0
1,20,210,108.0,102.0,4.0,3.0
1,1,210,108.0,102.0,2.0,2.0
1,11,210,203.0,0.0,1.0,2.0
1,18,930,101.0,511.0,4.0,3.0
2,17,930,101.0,511.0,5.0,2.0
1,12,236,101.0,102.0,3.0,4.0
1,1,624,0.0,500.0,3.0,3.0
1,14,310,501.0,500.0,3.0,4.0
1,13,210,0.0,400.0,5.0,4.0
1,12,624,502.0,400.0,4.0,1.0
1,17,0,501.0,500.0,2.0,4.0
1,12,210,203.0,109.0,1.0,2.0
1,20,624,108.0,400.0,2.0,3.0
1,2,210,0.0,102.0,1.0,4.0
1,13,626,501.0,400.0,2.0,4.0
1,6,930,102.0,511.0,3.0,4.0
1,3,230,101.0,307.0,4.0,4.0
1,21,626,501.0,400.0,3.0,4.0
1,13,761,108.0,511.0,2.0,2.0
1,17,210,102.0,102.0,2.0,4.0
1,15,0,0.0,400.0,1.0,3.0
1,11,0,101.0,106.0,1.0,4.0
2,12,0,101.0,102.0,3.0,4.0
2,1,236,502.0,400.0,3.0,3.0
1,5,230,101.0,102.0,5.0,3.0
1,10,0,501.0,400.0,1.0,2.0
1,20,230,101.0,0.0,2.0,1.0
1,10,860,0.0,400.0,4.0,2.0
1,13,930,501.0,511.0,3.0,3.0
2,2,230,101.0,102.0,5.0,2.0
1,10,624,108.0,400.0,5.0,4.0
1,6,930,502.0,511.0,3.0,4.0
1,14,626,502.0,400.0,4.0,3.0
2,18,627,101.0,400.0,1.0,3.0
1,18,210,102.0,400.0,2.0,4.0
1,10,626,109.0,400.0,3.0,4.0
2,2,626,502.0,400.0,3.0,4.0
2,18,230,501.0,400.0,2.0,2.0
2,7,210,101.0,102.0,3.0,3.0
1,20,230,101.0,400.0,1.0,3.0
1,1,220,101.0,106.0,2.0,3.0
2,12,230,102.0,109.0,1.0,3.0
1,2,210,0.0,0.0,1.0,4.0
1,1,230,203.0,102.0,1.0,3.0
1,6,625,101.0,500.0,3.0,3.0
1,16,0,101.0,306.0,4.0,1.0
1,15,626,501.0,400.0,4.0,4.0
1,21,626,502.0,400.0,3.0,3.0
2,7,624,501.0,400.0,3.0,4.0
1,5,230,109.0,400.0,3.0,4.0
1,20,624,502.0,400.0,5.0,4.0
1,20,0,101.0,212.0,1.0,2.0
1,9,930,502.0,500.0,2.0,3.0
1,19,624,502.0,400.0,2.0,2.0
1,14,230,102.0,308.0,4.0,4.0
2,4,230,102.0,312.0,3.0,3.0
1,10,626,502.0,400.0,2.0,3.0
1,6,210,101.0,102.0,4.0,3.0
1,15,236,502.0,400.0,3.0,4.0
1,19,230,101.0,109.0,2.0,1.0
2,18,230,502.0,0.0,3.0,1.0
1,3,121,502.0,400.0,1.0,2.0
1,2,230,101.0,0.0,3.0,3.0
2,1,761,0.0,102.0,3.0,4.0
1,19,624,501.0,400.0,4.0,2.0
1,16,624,109.0,400.0,3.0,3.0
1,5,624,501.0,400.0,5.0,3.0
1,1,310,0.0,500.0,1.0,2.0
2,17,236,502.0,400.0,2.0,2.0
1,15,626,502.0,400.0,5.0,4.0
1,1,310,210.0,500.0,1.0,4.0
2,7,230,502.0,0.0,3.0,4.0
1,11,626,501.0,500.0,4.0,4.0
1,3,626,501.0,400.0,2.0,2.0
2,1,0,0.0,0.0,5.0,3.0
1,8,624,502.0,400.0,2.0,4.0
1,13,230,501.0,200.0,3.0,3.0
2,1,230,101.0,0.0,4.0,3.0
1,14,310,203.0,500.0,1.0,2.0
1,12,0,501.0,500.0,1.0,3.0
1,13,626,0.0,400.0,4.0,3.0
1,14,310,0.0,500.0,4.0,3.0
2,1,230,101.0,0.0,4.0,4.0
2,13,210,101.0,512.0,5.0,1.0
1,18,210,108.0,102.0,2.0,3.0
2,15,626,502.0,400.0,2.0,3.0
1,14,624,108.0,400.0,3.0,3.0
1,12,230,101.0,102.0,3.0,4.0
1,1,310,0.0,500.0,1.0,3.0
2,19,230,502.0,0.0,4.0,2.0
2,18,626,501.0,400.0,3.0,3.0
1,20,210,101.0,400.0,5.0,4.0
2,12,626,501.0,400.0,4.0,3.0
2,3,230,103.0,102.0,3.0,3.0
1,2,210,101.0,400.0,5.0,2.0
1,2,230,502.0,0.0,5.0,4.0
1,12,0,502.0,400.0,1.0,2.0
1,8,624,102.0,400.0,5.0,4.0
1,8,624,210.0,400.0,5.0,3.0
2,3,230,502.0,0.0,3.0,4.0
1,10,220,101.0,400.0,4.0,3.0
1,16,930,501.0,511.0,4.0,4.0
1,21,230,101.0,0.0,5.0,1.0
1,9,624,0.0,400.0,2.0,4.0
1,10,210,0.0,102.0,1.0,2.0
2,12,0,502.0,400.0,2.0,2.0
2,2,236,502.0,400.0,2.0,3.0
1,2,626,101.0,400.0,5.0,2.0
2,2,624,122.0,400.0,2.0,3.0
1,11,626,501.0,400.0,4.0,3.0
2,18,626,502.0,400.0,4.0,3.0
1,9,0,101.0,0.0,4.0,3.0
2,17,210,101.0,400.0,3.0,4.0
1,3,761,108.0,109.0,2.0,3.0
1,20,236,502.0,400.0,2.0,4.0
2,12,210,101.0,102.0,5.0,4.0
1,2,624,0.0,400.0,3.0,4.0
1,8,860,203.0,400.0,2.0,3.0
1,13,624,108.0,400.0,3.0,3.0
1,11,0,101.0,400.0,2.0,4.0
1,17,624,203.0,400.0,5.0,2.0
1,4,230,108.0,102.0,5.0,4.0
1,20,210,210.0,511.0,1.0,3.0
1,8,626,502.0,400.0,3.0,4.0
1,9,626,501.0,400.0,3.0,1.0
1,14,626,502.0,400.0,4.0,3.0
1,7,230,108.0,500.0,3.0,4.0
1,1,230,0.0,0.0,2.0,3.0
1,12,0,0.0,400.0,1.0,3.0
1,16,930,108.0,511.0,5.0,4.0
1,2,624,502.0,400.0,2.0,4.0
1,21,761,102.0,200.0,3.0,2.0
1,9,310,501.0,500.0,5.0,3.0
1,7,0,503.0,400.0,1.0,3.0
1,5,624,501.0,400.0,2.0,4.0
1,13,0,501.0,400.0,1.0,1.0
2,18,624,101.0,400.0,3.0,4.0
2,14,624,203.0,400.0,5.0,2.0
1,2,236,502.0,400.0,2.0,3.0
1,8,626,101.0,400.0,2.0,3.0
1,12,761,501.0,511.0,4.0,2.0
1,3,930,502.0,511.0,3.0,4.0
2,10,624,0.0,400.0,1.0,4.0
2,12,230,101.0,106.0,2.0,3.0
1,14,210,102.0,106.0,3.0,2.0
1,5,230,101.0,102.0,3.0,4.0
2,12,210,501.0,400.0,5.0,4.0
1,1,624,0.0,400.0,3.0,4.0
1,6,624,104.0,400.0,4.0,4.0
1,6,230,102.0,200.0,3.0,2.0
1,20,624,102.0,400.0,3.0,2.0
1,14,0,102.0,500.0,3.0,2.0
1,21,624,210.0,400.0,4.0,3.0
2,15,740,0.0,500.0,5.0,3.0
2,7,236,502.0,400.0,2.0,4.0
2,1,624,101.0,500.0,3.0,4.0
1,21,210,101.0,400.0,3.0,3.0
1,6,0,203.0,511.0,1.0,3.0
1,8,0,501.0,400.0,3.0,4.0
1,1,0,0.0,400.0,1.0,3.0
1,3,626,0.0,400.0,2.0,4.0
1,15,627,501.0,400.0,1.0,3.0
2,20,0,101.0,0.0,2.0,4.0
2,9,310,501.0,500.0,4.0,4.0
1,2,230,102.0,106.0,3.0,3.0
1,14,626,502.0,400.0,4.0,1.0
1,3,0,502.0,308.0,2.0,3.0
1,20,210,502.0,500.0,3.0,3.0
2,6,761,502.0,102.0,2.0,1.0
2,13,624,501.0,500.0,5.0,2.0
1,19,230,101.0,307.0,3.0,4.0
1,12,930,101.0,511.0,2.0,3.0
1,1,626,502.0,400.0,3.0,4.0
